CURSO,GENERO,TIPO,CAMPUS,GPA,IGS
2013-2014,Masculino,Publica,BAYAMON,3.84,292
2013-2014,Masculino,Privada,RUM,3.92,316
2013-2014,Masculino,Publica,RUM,3.59,297
2010-2011,Femenino,Publica,CAROLINA,3.81,288
2010-2011,Masculino,Privada,BAYAMON,3.1,257
2012-2013,Femenino,Publica,CAROLINA,3.77,271
2011-2012,Femenino,Privada,BAYAMON,3.97,323
2013-2014,Femenino,Privada,HUMACAO,3.9,318
2010-2011,Femenino,Privada,PONCE,4,317
2011-2012,Femenino,Publica,RUM,3.56,340
2010-2011,Femenino,Privada,RIOPIEDRAS,3.51,306
2012-2013,Masculino,Publica,CAROLINA,2.76,220
2010-2011,Femenino,Privada,RUM,3.2,269
2011-2012,Masculino,Publica,BAYAMON,3.71,265
2009-2010,Femenino,Publica,PONCE,3.97,285
2010-2011,Femenino,Publica,RUM,4,295
2010-2011,Femenino,Publica,RIOPIEDRAS,3.49,301
2011-2012,Femenino,Publica,CAYEY,3.71,281
2011-2012,Masculino,Privada,RUM,3.59,321
2013-2014,Masculino,Privada,UTUADO,2.86,242
2010-2011,Femenino,Publica,CAYEY,3.97,326
2009-2010,Femenino,Privada,BAYAMON,3.8,320
2009-2010,Femenino,Publica,PONCE,3.7,294
2012-2013,Femenino,Publica,BAYAMON,3.94,341
2011-2012,Femenino,Publica,ARECIBO,3.03,252
2010-2011,Femenino,Publica,HUMACAO,3.53,276
2009-2010,Femenino,Privada,RUM,3.95,360
2013-2014,Femenino,Privada,BAYAMON,3.61,296
2012-2013,Masculino,Privada,RUM,4,375
2009-2010,Femenino,Privada,BAYAMON,3.83,309
2009-2010,Femenino,Publica,RIOPIEDRAS,3.8,337
2013-2014,Masculino,Publica,CAYEY,3.17,275
2012-2013,Femenino,Privada,CAYEY,3.07,267
2012-2013,Femenino,Publica,CAROLINA,3.94,307
2010-2011,Femenino,Publica,AGUADILLA,3.57,279
2009-2010,Femenino,Publica,UTUADO,2.57,185
2013-2014,Masculino,Publica,HUMACAO,3.59,308
2009-2010,Femenino,Estados Unidos,RIOPIEDRAS,2.52,269
2012-2013,Masculino,Privada,ARECIBO,3.06,244
2011-2012,Femenino,Privada,RUM,3.1,275
2009-2010,Femenino,Privada,RIOPIEDRAS,3.24,337
2011-2012,Masculino,Privada,BAYAMON,3.61,300
2010-2011,Masculino,Privada,RIOPIEDRAS,3.85,362
2010-2011,Femenino,Publica,CAYEY,3.94,308
2012-2013,Femenino,Privada,CAYEY,3,277
2011-2012,Femenino,Publica,CAROLINA,3.66,310
2009-2010,Femenino,Privada,AGUADILLA,2.85,253
2012-2013,Femenino,Privada,HUMACAO,3.46,276
2012-2013,Femenino,Privada,CAROLINA,3.83,310
2010-2011,Masculino,Estados Unidos,RIOPIEDRAS,3.4,313
2012-2013,Femenino,Publica,RUM,3.82,295
2011-2012,Masculino,Privada,RIOPIEDRAS,3.38,320
2011-2012,Femenino,Privada,RIOPIEDRAS,3.71,317
2013-2014,Femenino,Publica,ARECIBO,3.97,306
2010-2011,Masculino,Publica,PONCE,3.64,272
2013-2014,Masculino,Publica,ARECIBO,4,318
2009-2010,Masculino,Privada,RUM,3.8,302
2011-2012,Masculino,Privada,BAYAMON,3.52,310
2011-2012,Masculino,Publica,RUM,3.97,358
2009-2010,Masculino,Publica,RIOPIEDRAS,3.93,360
2011-2012,Masculino,Privada,PONCE,3.75,334
2013-2014,Masculino,Privada,CAYEY,3.25,306
2011-2012,Masculino,Publica,BAYAMON,3.21,236
2009-2010,Masculino,Publica,AGUADILLA,3.5,257
2012-2013,Masculino,Privada,CAROLINA,3.44,276
2011-2012,Femenino,Privada,CAYEY,3.94,286
2009-2010,Femenino,Publica,ARECIBO,3.55,279
2013-2014,Femenino,Publica,RUM,3.91,329
2010-2011,Femenino,Privada,RIOPIEDRAS,3.32,300
2012-2013,Femenino,Estados Unidos,RUM,3.84,312
2012-2013,Femenino,Privada,RUM,3.83,323
2012-2013,Masculino,Publica,RIOPIEDRAS,3.94,323
2009-2010,Femenino,Publica,AGUADILLA,4,279
2009-2010,Masculino,Foranea,HUMACAO,3.7,304
2013-2014,Femenino,Privada,ARECIBO,3.58,252
2012-2013,Femenino,Privada,RIOPIEDRAS,4,317
2009-2010,Masculino,Privada,PONCE,3.52,332
2010-2011,Femenino,Publica,CAYEY,3.48,277
2010-2011,Femenino,Privada,CAROLINA,2.85,250
2010-2011,Masculino,Privada,CAROLINA,3.8,267
2012-2013,Masculino,Publica,ARECIBO,3.8,266
2012-2013,Masculino,Publica,UTUADO,3.24,240
2013-2014,Femenino,Publica,HUMACAO,3.63,268
2013-2014,Femenino,Privada,HUMACAO,3.48,276
2010-2011,Masculino,Publica,RUM,2.97,271
2011-2012,Masculino,Privada,RIOPIEDRAS,2.86,294
2012-2013,Femenino,Publica,CAROLINA,2.7,250
2010-2011,Masculino,Privada,RUM,3.56,305
2011-2012,Masculino,Publica,PONCE,3.81,342
2012-2013,Masculino,Privada,RUM,3.51,296
2010-2011,Masculino,Publica,ARECIBO,2.97,261
2010-2011,Femenino,Privada,CAYEY,3.67,329
2012-2013,Femenino,Publica,CAYEY,3.83,300
2010-2011,Femenino,Publica,AGUADILLA,4,300
2011-2012,Masculino,Privada,BAYAMON,3.39,302
2013-2014,Masculino,Publica,RUM,3.06,273
2012-2013,Femenino,Privada,RUM,3.67,323
2011-2012,Masculino,Publica,RUM,4,339
2010-2011,Masculino,Privada,RUM,3.86,290
2009-2010,Masculino,Privada,HUMACAO,4,358
2013-2014,Femenino,Publica,ARECIBO,2.94,267
2013-2014,Femenino,Publica,HUMACAO,4,330
2012-2013,Femenino,Privada,RIOPIEDRAS,3.96,343
2010-2011,Femenino,Privada,RUM,3.51,288
2012-2013,Femenino,Publica,RIOPIEDRAS,3.97,322
2009-2010,Femenino,Publica,BAYAMON,3.87,314
2011-2012,Masculino,Publica,ARECIBO,3.35,292
2013-2014,Femenino,Privada,CAROLINA,3.66,271
2010-2011,Masculino,Privada,RUM,4,350
2009-2010,Masculino,Privada,RIOPIEDRAS,3.7,354
2009-2010,Femenino,Privada,RIOPIEDRAS,3.4,285
2009-2010,Masculino,Privada,RIOPIEDRAS,3.13,316
2011-2012,Femenino,Publica,HUMACAO,3.56,269
2009-2010,Femenino,Publica,RIOPIEDRAS,3.41,291
2011-2012,Masculino,Privada,RUM,3.39,364
2010-2011,Femenino,Publica,RUM,3.66,308
2010-2011,Femenino,Publica,RUM,3.64,314
2013-2014,Masculino,Publica,RIOPIEDRAS,3.94,326
2013-2014,Femenino,Publica,HUMACAO,3.87,327
2011-2012,Masculino,Privada,BAYAMON,3.96,354
2012-2013,Femenino,Publica,RUM,3.93,300
2009-2010,Masculino,Privada,RIOPIEDRAS,4,357
2013-2014,Femenino,Privada,RIOPIEDRAS,3.48,302
2011-2012,Masculino,Publica,RIOPIEDRAS,3.83,323
2011-2012,Masculino,Privada,AGUADILLA,3.5,273
2012-2013,Masculino,Publica,BAYAMON,3.74,323
2009-2010,Femenino,Privada,CAROLINA,3.6,320
2012-2013,Masculino,Privada,CAROLINA,3.25,273
2013-2014,Femenino,Privada,RIOPIEDRAS,3.96,349
2011-2012,Masculino,Privada,RUM,4,362
2010-2011,Masculino,Privada,RUM,3.98,351
2013-2014,Masculino,Publica,BAYAMON,3.74,316
2011-2012,Femenino,Privada,CAROLINA,3.7,296
2009-2010,Masculino,Estados Unidos,CAYEY,3.2,295
2011-2012,Femenino,Publica,HUMACAO,3.72,300
2013-2014,Femenino,Privada,PONCE,3.56,259
2012-2013,Masculino,Privada,RUM,3.51,311
2013-2014,Femenino,Publica,AGUADILLA,3.94,293
2013-2014,Femenino,Publica,UTUADO,2.9,201
2012-2013,Femenino,Publica,UTUADO,3.74,279
2012-2013,Femenino,Privada,CAYEY,2.92,302
2010-2011,Femenino,Privada,CAYEY,3.97,324
2012-2013,Masculino,Privada,RUM,4,382
2013-2014,Masculino,Privada,RIOPIEDRAS,3.3,306
2012-2013,Masculino,Publica,RUM,3.7,325
2011-2012,Masculino,Privada,BAYAMON,2.31,257
2009-2010,Femenino,Privada,CAROLINA,3.75,279
2011-2012,Femenino,Privada,RIOPIEDRAS,3.45,346
2010-2011,Femenino,Privada,BAYAMON,3.17,257
2012-2013,Femenino,Privada,RIOPIEDRAS,4,341
2012-2013,Femenino,Privada,RUM,3.98,335
2011-2012,Masculino,Publica,RUM,3.53,276
2011-2012,Masculino,Publica,UTUADO,3.12,234
2009-2010,Femenino,Publica,HUMACAO,3.9,325
2013-2014,Femenino,Publica,RIOPIEDRAS,3.81,305
2010-2011,Masculino,Publica,BAYAMON,3.41,280
2010-2011,Femenino,Publica,HUMACAO,3.85,258
2013-2014,Masculino,Privada,HUMACAO,3.4,272
2010-2011,Femenino,Publica,CAYEY,3.26,261
2011-2012,Femenino,Privada,CAROLINA,3.65,299
2012-2013,Masculino,Publica,RUM,3.71,297
2013-2014,Femenino,Privada,CAROLINA,3.4,314
2009-2010,Femenino,Privada,BAYAMON,3.65,275
2009-2010,Masculino,Publica,CAROLINA,3.67,300
2009-2010,Masculino,Publica,BAYAMON,3.03,271
2012-2013,Masculino,Privada,PONCE,3.75,329
2010-2011,Femenino,Privada,RIOPIEDRAS,3.02,267
2013-2014,Masculino,Privada,BAYAMON,3.45,305
2011-2012,Femenino,Publica,CAROLINA,2.69,238
2010-2011,Femenino,Privada,BAYAMON,3.71,313
2013-2014,Femenino,Publica,PONCE,3.68,328
2012-2013,Femenino,Publica,RUM,4,347
2010-2011,Masculino,Privada,BAYAMON,2.9,284
2009-2010,Masculino,Privada,RIOPIEDRAS,3.2,298
2013-2014,Femenino,Privada,BAYAMON,3.89,305
2009-2010,Masculino,Privada,BAYAMON,3.87,292
2009-2010,Femenino,Publica,UTUADO,3.13,248
2010-2011,Masculino,Privada,CAROLINA,3.31,284
2010-2011,Masculino,Privada,RUM,4,353
2009-2010,Masculino,Publica,RUM,3.69,277
2013-2014,Femenino,Privada,BAYAMON,4,331
2010-2011,Masculino,Publica,RUM,3.46,310
2010-2011,Masculino,Privada,BAYAMON,3.45,300
2012-2013,Femenino,Publica,ARECIBO,3.25,240
2012-2013,Femenino,Publica,HUMACAO,3.41,272
2012-2013,Masculino,Publica,BAYAMON,3.53,308
2011-2012,Femenino,Publica,HUMACAO,4,309
2009-2010,Femenino,Publica,RIOPIEDRAS,3.53,287
2013-2014,Masculino,Publica,BAYAMON,3.84,306
2010-2011,Masculino,Privada,ARECIBO,4,304
2013-2014,Masculino,Privada,RIOPIEDRAS,3.84,333
2011-2012,Femenino,Publica,AGUADILLA,3.94,315
2011-2012,Femenino,Publica,RIOPIEDRAS,4,340
2009-2010,Femenino,Publica,CAYEY,3.68,311
2011-2012,Femenino,Privada,AGUADILLA,3.83,284
2009-2010,Femenino,Publica,UTUADO,3.32,262
2011-2012,Masculino,Privada,RUM,3.21,291
2009-2010,Femenino,Privada,CAROLINA,3.13,248
2013-2014,Femenino,Privada,PONCE,3.79,304
2012-2013,Masculino,Privada,AGUADILLA,3.74,293
2011-2012,Femenino,Publica,UTUADO,2.64,203
2009-2010,Femenino,Privada,RIOPIEDRAS,3.66,295
2011-2012,Femenino,Privada,BAYAMON,3.31,292
2013-2014,Masculino,Publica,CAYEY,3.45,245
2011-2012,Masculino,Privada,RUM,3.44,316
2009-2010,Femenino,Publica,CAROLINA,3.59,287
2009-2010,Femenino,Publica,PONCE,4,312
2013-2014,Femenino,Privada,RIOPIEDRAS,3.93,347
2012-2013,Femenino,Privada,CAROLINA,3.4,311
2011-2012,Femenino,Publica,AGUADILLA,3.85,259
2009-2010,Femenino,Privada,RIOPIEDRAS,3.81,320
2010-2011,Femenino,Publica,RIOPIEDRAS,4,350
2013-2014,Femenino,Publica,BAYAMON,3.91,277
2013-2014,Masculino,Privada,RUM,3.29,308
2012-2013,Masculino,Privada,UTUADO,2.5,215
2011-2012,Femenino,Privada,UTUADO,2.47,242
2010-2011,Masculino,Publica,RUM,2.9,294
2011-2012,Femenino,Publica,RIOPIEDRAS,4,302
2011-2012,Masculino,Privada,PONCE,3.7,338
2012-2013,Masculino,Publica,PONCE,3.63,300
2010-2011,Masculino,Publica,HUMACAO,3.78,308
2013-2014,Femenino,Privada,CAROLINA,3.74,280
2010-2011,Femenino,Privada,RIOPIEDRAS,3.83,297
2009-2010,Masculino,Publica,CAYEY,3.82,323
2012-2013,Femenino,Publica,RIOPIEDRAS,3.79,325
2010-2011,Femenino,Privada,HUMACAO,3.94,300
2010-2011,Femenino,Publica,HUMACAO,3.49,238
2009-2010,Femenino,Privada,RIOPIEDRAS,3.29,271
2013-2014,Masculino,Privada,HUMACAO,3.12,278
2011-2012,Femenino,Privada,UTUADO,2.58,218
2010-2011,Femenino,Privada,RIOPIEDRAS,2.91,281
2009-2010,Masculino,Privada,BAYAMON,3.23,289
2012-2013,Masculino,Publica,CAROLINA,3.53,259
2011-2012,Masculino,Publica,CAYEY,3.67,319
2009-2010,Femenino,Publica,AGUADILLA,3.37,241
2012-2013,Masculino,Publica,RUM,3.79,303
2012-2013,Masculino,Privada,RUM,3.86,306
2010-2011,Femenino,Privada,BAYAMON,3.5,287
2009-2010,Masculino,Publica,CAYEY,3.5,284
2009-2010,Femenino,Publica,CAROLINA,2.86,235
2012-2013,Femenino,Privada,PONCE,4,365
2012-2013,Femenino,Privada,CAYEY,3.85,333
2013-2014,Masculino,Publica,CAYEY,3.26,260
2012-2013,Femenino,Privada,BAYAMON,3.9,324
2010-2011,Masculino,Privada,UTUADO,2.98,201
2012-2013,Femenino,Privada,PONCE,3.78,293
2011-2012,Femenino,Privada,RIOPIEDRAS,3.74,309
2012-2013,Masculino,Publica,BAYAMON,3.19,265
2013-2014,Femenino,Privada,AGUADILLA,3.71,324
2013-2014,Femenino,Publica,CAYEY,3.56,283
2013-2014,Masculino,Publica,RUM,3.88,304
2009-2010,Masculino,Privada,RUM,3.53,314
2013-2014,Femenino,Publica,RUM,3.88,306
2011-2012,Masculino,Privada,AGUADILLA,3.53,249
2010-2011,Femenino,Privada,CAROLINA,3.35,263
2010-2011,Femenino,Publica,AGUADILLA,3.14,275
2011-2012,Masculino,Privada,RIOPIEDRAS,3.77,372
2011-2012,Femenino,Privada,RIOPIEDRAS,3.72,316
2011-2012,Masculino,Privada,RIOPIEDRAS,3.68,308
2010-2011,Femenino,Privada,RUM,3.63,306
2011-2012,Masculino,Publica,AGUADILLA,3.35,258
2009-2010,Masculino,Privada,RIOPIEDRAS,3.07,290
2011-2012,Masculino,Privada,RIOPIEDRAS,3.79,370
2012-2013,Femenino,Privada,RUM,3.28,312
2011-2012,Femenino,Privada,RIOPIEDRAS,4,370
2010-2011,Femenino,Privada,RIOPIEDRAS,3.83,370
2013-2014,Masculino,Privada,BAYAMON,3.9,316
2012-2013,Femenino,Publica,RIOPIEDRAS,3.7,323
2010-2011,Masculino,Publica,CAROLINA,3.74,308
2009-2010,Masculino,Publica,RUM,3.52,275
2009-2010,Femenino,Privada,RIOPIEDRAS,3.67,347
2009-2010,Femenino,Privada,CAROLINA,3.3,266
2009-2010,Masculino,Publica,ARECIBO,3,240
2011-2012,Femenino,Privada,RIOPIEDRAS,3.73,319
2009-2010,Masculino,Privada,RIOPIEDRAS,3.1,260
2011-2012,Femenino,Privada,UTUADO,3.37,211
2010-2011,Femenino,Publica,ARECIBO,3,251
2012-2013,Femenino,Privada,AGUADILLA,3.1,231
2009-2010,Masculino,Publica,ARECIBO,3.38,263
2009-2010,Masculino,Privada,RIOPIEDRAS,2.74,292
2009-2010,Masculino,Publica,PONCE,3.76,296
2013-2014,Masculino,Privada,RUM,3.65,290
2009-2010,Masculino,Privada,ARECIBO,3.05,310
2012-2013,Femenino,Privada,RIOPIEDRAS,3.96,350
2012-2013,Masculino,Privada,RIOPIEDRAS,3.65,294
2012-2013,Masculino,Privada,BAYAMON,2.95,292
2012-2013,Masculino,Privada,RUM,3.7,335
2011-2012,Masculino,Privada,PONCE,3.53,328
2011-2012,Masculino,Publica,RUM,3.85,312
2013-2014,Femenino,Publica,PONCE,4,341
2009-2010,Masculino,Publica,BAYAMON,4,288
2009-2010,Masculino,Publica,UTUADO,2.93,197
2009-2010,Masculino,Publica,UTUADO,2.5,203
2010-2011,Femenino,Publica,PONCE,3.84,296
2011-2012,Masculino,Publica,UTUADO,3.13,244
2012-2013,Masculino,Privada,PONCE,3.54,271
2011-2012,Femenino,Publica,CAYEY,3.91,297
2009-2010,Masculino,Privada,BAYAMON,3.4,290
2011-2012,Femenino,Publica,AGUADILLA,4,328
2010-2011,Femenino,Privada,RIOPIEDRAS,2.87,292
2009-2010,Femenino,Publica,UTUADO,3.28,225
2012-2013,Masculino,Publica,CAYEY,3.18,259
2012-2013,Femenino,Privada,RIOPIEDRAS,4,338
2010-2011,Femenino,Privada,RUM,3.93,358
2010-2011,Masculino,Privada,AGUADILLA,2.58,245
2009-2010,Masculino,Privada,RUM,3.12,306
2012-2013,Femenino,Privada,RIOPIEDRAS,4,383
2012-2013,Femenino,Publica,ARECIBO,4,282
2012-2013,Femenino,Publica,CAYEY,3.97,309
2010-2011,Masculino,Publica,AGUADILLA,4,328
2011-2012,Femenino,Publica,ARECIBO,4,323
2009-2010,Masculino,Publica,ARECIBO,3.17,295
2010-2011,Femenino,Privada,RIOPIEDRAS,3.5,309
2013-2014,Femenino,Privada,UTUADO,3.39,284
2013-2014,Femenino,Publica,PONCE,4,319
2012-2013,Masculino,Privada,RUM,3.17,321
2013-2014,Femenino,Publica,ARECIBO,3.29,248
2010-2011,Femenino,Publica,RIOPIEDRAS,3.88,296
2010-2011,Femenino,Privada,CAYEY,3.79,316
2013-2014,Masculino,Publica,RIOPIEDRAS,3.75,284
2012-2013,Femenino,Privada,RUM,3.88,343
2013-2014,Masculino,Publica,UTUADO,2.97,220
2012-2013,Femenino,Publica,UTUADO,3.89,288
2012-2013,Femenino,Publica,AGUADILLA,3.81,283
2013-2014,Femenino,Publica,RIOPIEDRAS,3.97,341
2009-2010,Masculino,Privada,BAYAMON,3.07,290
2013-2014,Masculino,Publica,RUM,3.66,316
2011-2012,Femenino,Privada,RUM,3.94,356
2010-2011,Femenino,Publica,BAYAMON,3.38,255
2010-2011,Femenino,Publica,PONCE,4,327
2009-2010,Masculino,Privada,RIOPIEDRAS,2.86,298
2013-2014,Masculino,Privada,BAYAMON,2.98,246
2009-2010,Masculino,Privada,RUM,3.66,302
2011-2012,Masculino,Privada,AGUADILLA,3.95,295
2009-2010,Femenino,Estados Unidos,HUMACAO,3.17,
2009-2010,Femenino,Publica,HUMACAO,3.81,292
2011-2012,Femenino,Estados Unidos,RUM,4,340
2012-2013,Femenino,Privada,PONCE,3.36,263
2012-2013,Femenino,Publica,AGUADILLA,3.89,301
2010-2011,Masculino,Privada,CAROLINA,3.56,338
2009-2010,Femenino,Publica,CAYEY,2.97,251
2010-2011,Femenino,Publica,RUM,3.44,253
2010-2011,Femenino,Privada,CAROLINA,3.51,275
2011-2012,Masculino,Privada,BAYAMON,3.18,268
2013-2014,Femenino,Publica,AGUADILLA,3.56,243
2013-2014,Femenino,Publica,HUMACAO,3.12,275
2010-2011,Masculino,Publica,CAROLINA,3.26,275
2012-2013,Masculino,Privada,RIOPIEDRAS,3.56,349
2013-2014,Femenino,Privada,RUM,3.25,260
2010-2011,Femenino,Publica,ARECIBO,3.97,325
2010-2011,Femenino,Publica,AGUADILLA,3.57,329
2011-2012,Femenino,Publica,CAROLINA,3.36,267
2013-2014,Masculino,Privada,BAYAMON,3.84,322
2011-2012,Masculino,Privada,BAYAMON,3.54,298
2010-2011,Masculino,Publica,RUM,3.78,360
2010-2011,Femenino,Publica,RUM,3.94,295
2012-2013,Femenino,Publica,HUMACAO,3.5,300
2009-2010,Femenino,Publica,BAYAMON,3.12,263
2009-2010,Masculino,Privada,RUM,3.83,322
2011-2012,Masculino,Privada,BAYAMON,3.03,257
2011-2012,Femenino,Publica,RUM,3.82,317
2009-2010,Masculino,Publica,PONCE,3.54,291
2012-2013,Femenino,Publica,AGUADILLA,3.66,272
2009-2010,Masculino,Privada,RIOPIEDRAS,2.71,283
2009-2010,Masculino,Privada,RIOPIEDRAS,3.85,329
2009-2010,Femenino,Privada,RUM,3.51,315
2009-2010,Masculino,Publica,CAROLINA,3.93,267
2009-2010,Femenino,Nocturna,AGUADILLA,3.44,313
2013-2014,Masculino,Publica,AGUADILLA,3.44,265
2011-2012,Femenino,Publica,ARECIBO,3.79,332
2009-2010,Femenino,Publica,HUMACAO,3.73,286
2009-2010,Masculino,Privada,RUM,3.87,341
2011-2012,Femenino,Privada,CAROLINA,4,283
2012-2013,Femenino,Publica,RUM,3.73,301
2010-2011,Masculino,Publica,CAROLINA,3.94,337
2011-2012,Masculino,Publica,CAYEY,3.5,252
2010-2011,Masculino,Privada,PONCE,2.9,269
2009-2010,Femenino,Publica,RUM,3.9,322
2010-2011,Masculino,Publica,BAYAMON,3.48,277
2009-2010,Femenino,Privada,HUMACAO,3.29,266
2009-2010,Masculino,Privada,CAROLINA,3.3,285
2009-2010,Femenino,Privada,HUMACAO,3.81,300
2009-2010,Femenino,Publica,CAYEY,4,327
2013-2014,Masculino,Privada,RIOPIEDRAS,2.81,291
2013-2014,Masculino,Publica,RUM,4,335
2012-2013,Femenino,Publica,HUMACAO,3.61,306
2010-2011,Femenino,Privada,HUMACAO,3.36,277
2013-2014,Masculino,Privada,HUMACAO,3.34,302
2009-2010,Masculino,Privada,BAYAMON,3.58,329
2012-2013,Femenino,Publica,UTUADO,4,312
2010-2011,Masculino,Privada,RUM,3.24,322
2012-2013,Femenino,Privada,AGUADILLA,3.78,307
2011-2012,Femenino,Privada,RIOPIEDRAS,4,364
2010-2011,Masculino,Publica,CAROLINA,2.45,255
2009-2010,Masculino,Privada,UTUADO,3.3,221
2013-2014,Femenino,Publica,AGUADILLA,3.43,291
2010-2011,Femenino,Publica,CAYEY,3.84,292
2009-2010,Femenino,Publica,PONCE,3.83,311
2013-2014,Masculino,Privada,ARECIBO,2.96,269
2010-2011,Masculino,Privada,RUM,4,366
2013-2014,Femenino,Privada,RUM,3.42,316
2012-2013,Femenino,Privada,RIOPIEDRAS,4,376
2012-2013,Masculino,Publica,UTUADO,2.68,199
2013-2014,Femenino,Publica,ARECIBO,3.53,294
2010-2011,Femenino,Publica,BAYAMON,3.65,286
2010-2011,Masculino,Publica,ARECIBO,3.09,273
2012-2013,Masculino,Privada,CAYEY,2.69,275
2010-2011,Femenino,Privada,RUM,3.64,314
2010-2011,Femenino,Publica,PONCE,3.47,281
2011-2012,Femenino,Publica,PONCE,3.79,302
2013-2014,Masculino,Privada,BAYAMON,3.97,331
2010-2011,Masculino,Publica,HUMACAO,3.94,319
2009-2010,Femenino,Publica,RIOPIEDRAS,4,347
2010-2011,Femenino,Publica,PONCE,3.92,313
2009-2010,Masculino,Publica,RIOPIEDRAS,4,378
2013-2014,Femenino,Publica,AGUADILLA,3.79,272
2012-2013,Masculino,Publica,HUMACAO,3.16,293
2011-2012,Masculino,Privada,BAYAMON,3.87,308
2011-2012,Femenino,Privada,CAROLINA,3.33,250
2012-2013,Femenino,Nocturna,AGUADILLA,2.94,271
2012-2013,Masculino,Publica,AGUADILLA,3.35,241
2009-2010,Masculino,Privada,AGUADILLA,3.3,261
2013-2014,Femenino,Publica,UTUADO,2.66,193
2012-2013,Femenino,Privada,RUM,3.57,282
2013-2014,Masculino,Publica,RIOPIEDRAS,3.36,275
2009-2010,Masculino,Publica,RIOPIEDRAS,3.59,301
2011-2012,Femenino,Publica,AGUADILLA,4,339
2013-2014,Femenino,Publica,HUMACAO,3.88,280
2011-2012,Femenino,Privada,UTUADO,3.29,250
2009-2010,Masculino,Privada,RUM,3.38,322
2012-2013,Masculino,Privada,BAYAMON,3.9,333
2012-2013,Femenino,Publica,ARECIBO,3.74,257
2009-2010,Femenino,Privada,BAYAMON,3.88,333
2010-2011,Femenino,Publica,UTUADO,3.34,246
2013-2014,Masculino,Publica,ARECIBO,3.91,329
2009-2010,Masculino,Privada,BAYAMON,3.9,356
2013-2014,Femenino,Privada,ARECIBO,3.14,259
2010-2011,Femenino,Publica,CAROLINA,3.22,259
2009-2010,Femenino,Privada,RUM,3.31,283
2013-2014,Femenino,Publica,CAROLINA,3.77,288
2012-2013,Masculino,Privada,RIOPIEDRAS,3.41,330
2013-2014,Femenino,Privada,BAYAMON,3.66,317
2009-2010,Masculino,Publica,RUM,3.6,321
2011-2012,Masculino,Publica,RUM,3.79,290
2010-2011,Masculino,Privada,RUM,3.7,339
2013-2014,Femenino,Publica,UTUADO,3.43,255
2009-2010,Masculino,Privada,RUM,4,345
2010-2011,Masculino,Publica,CAYEY,3.77,345
2013-2014,Femenino,Privada,RIOPIEDRAS,3.01,332
2012-2013,Femenino,Privada,RUM,4,307
2009-2010,Femenino,Privada,UTUADO,3.05,233
2012-2013,Masculino,Publica,AGUADILLA,3.18,302
2012-2013,Femenino,Publica,BAYAMON,4,277
2013-2014,Masculino,Privada,CAYEY,3.63,302
2010-2011,Masculino,Publica,HUMACAO,3.97,323
2010-2011,Masculino,Publica,RUM,4,349
2009-2010,Femenino,Privada,BAYAMON,3.11,253
2009-2010,Masculino,Privada,RUM,3.45,289
2010-2011,Femenino,Publica,RIOPIEDRAS,4,326
2010-2011,Femenino,Privada,RUM,4,358
2013-2014,Masculino,Publica,CAYEY,3.4,284
2010-2011,Masculino,Privada,RIOPIEDRAS,,336
2009-2010,Femenino,Publica,HUMACAO,3.94,285
2011-2012,Femenino,Publica,AGUADILLA,4,339
2011-2012,Femenino,Publica,RUM,3.85,340
2010-2011,Femenino,Publica,HUMACAO,2.88,271
2012-2013,Masculino,Publica,CAYEY,3.88,296
2012-2013,Masculino,Privada,BAYAMON,3.8,288
2010-2011,Masculino,Publica,UTUADO,1.65,165
2013-2014,Femenino,Publica,PONCE,4,323
2013-2014,Femenino,Privada,RIOPIEDRAS,3.7,335
2012-2013,Masculino,Privada,HUMACAO,3.89,326
2012-2013,Femenino,Privada,BAYAMON,3.18,308
2009-2010,Masculino,Publica,UTUADO,2.73,246
2011-2012,Masculino,Publica,ARECIBO,3.69,261
2011-2012,Femenino,Publica,HUMACAO,3.05,264
2010-2011,Masculino,Publica,ARECIBO,3.24,278
2013-2014,Masculino,Publica,CAYEY,3,268
2010-2011,Femenino,Privada,ARECIBO,3.37,296
2009-2010,Masculino,Privada,BAYAMON,3.6,296
2013-2014,Femenino,Privada,RIOPIEDRAS,3.59,297
2009-2010,Femenino,Privada,RIOPIEDRAS,3.87,342
2009-2010,Femenino,Privada,CAROLINA,3.63,290
2012-2013,Masculino,Privada,ARECIBO,3.7,327
2010-2011,Femenino,Privada,CAYEY,4,367
2012-2013,Femenino,Privada,UTUADO,2.5,233
2009-2010,Masculino,Publica,RUM,3.5,318
2011-2012,Femenino,Privada,ARECIBO,4,356
2012-2013,Masculino,Privada,AGUADILLA,3.79,319
2011-2012,Femenino,Privada,RUM,4,361
2013-2014,Masculino,Publica,BAYAMON,3.53,277
2013-2014,Femenino,Privada,RIOPIEDRAS,4,334
2009-2010,Femenino,Publica,AGUADILLA,4,272
2011-2012,Femenino,Publica,ARECIBO,4,319
2013-2014,Masculino,Privada,RUM,3.48,290
2012-2013,Femenino,Privada,BAYAMON,4,359
2009-2010,Masculino,Publica,RIOPIEDRAS,3.7,331
2011-2012,Masculino,Publica,ARECIBO,3.97,321
2009-2010,Femenino,Privada,RIOPIEDRAS,3.79,314
2013-2014,Femenino,Publica,RUM,4,340
2009-2010,Masculino,Publica,RIOPIEDRAS,3.81,338
2011-2012,Femenino,Publica,PONCE,4,356
2009-2010,Femenino,Publica,RUM,3.93,328
2011-2012,Femenino,Privada,PONCE,4,306
