CURSO,GENERO,TIPO,CAMPUS,GPA,IGS
2011-2012,Femenino,Publica,HUMACAO,3.75,304
2011-2012,Masculino,Publica,RIOPIEDRAS,3.88,360
2012-2013,Masculino,Publica,CAYEY,3.52,265
2010-2011,Femenino,Publica,AGUADILLA,3.89,305
2011-2012,Femenino,Publica,RUM,4,317
2009-2010,Masculino,Privada,RIOPIEDRAS,2.93,310
2009-2010,Masculino,Publica,CAROLINA,3.84,312
2012-2013,Femenino,Publica,ARECIBO,3.23,251
2013-2014,Femenino,Privada,RUM,3.69,347
2010-2011,Masculino,Publica,CAYEY,4,311
2011-2012,Femenino,Privada,BAYAMON,3.63,301
2013-2014,Femenino,Publica,RUM,4,343
2013-2014,Femenino,Publica,ARECIBO,3.94,277
2010-2011,Femenino,Publica,UTUADO,3.63,218
2009-2010,Femenino,Publica,RUM,3.97,319
2012-2013,Femenino,Privada,PONCE,3.72,267
2012-2013,Masculino,Publica,RIOPIEDRAS,3.95,297
2012-2013,Masculino,Privada,RIOPIEDRAS,3.13,274
2011-2012,Femenino,Publica,RUM,4,317
2011-2012,Femenino,Privada,RUM,3.76,314
2009-2010,Femenino,Publica,HUMACAO,3.1,290
2011-2012,Masculino,Publica,ARECIBO,3.26,292
2012-2013,Masculino,Publica,ARECIBO,3.88,341
2009-2010,Masculino,Examenes Equivalencia,RIOPIEDRAS,2.5,215
2011-2012,Masculino,Privada,RUM,3.83,347
2009-2010,Femenino,Publica,RUM,3.45,273
2012-2013,Femenino,Privada,UTUADO,3.26,230
2010-2011,Femenino,Privada,RUM,3.66,271
2012-2013,Femenino,Publica,BAYAMON,3.3,253
2013-2014,Femenino,Publica,HUMACAO,3.96,281
2012-2013,Femenino,Publica,ARECIBO,4,303
2011-2012,Masculino,Publica,PONCE,3.88,342
2012-2013,Femenino,Privada,RIOPIEDRAS,4,320
2009-2010,Femenino,Publica,PONCE,3.88,296
2010-2011,Femenino,Publica,AGUADILLA,3.39,265
2011-2012,Femenino,Publica,RUM,3.74,300
2011-2012,Femenino,Privada,CAROLINA,2.7,215
2012-2013,Masculino,Publica,RIOPIEDRAS,3.81,300
2011-2012,Femenino,Privada,RUM,3.39,300
2010-2011,Femenino,Publica,HUMACAO,3.94,264
2010-2011,Femenino,Publica,RIOPIEDRAS,3.97,350
2013-2014,Femenino,Privada,RIOPIEDRAS,4,366
2013-2014,Femenino,Publica,PONCE,3.77,280
2011-2012,Femenino,Publica,UTUADO,3.05,211
2009-2010,Femenino,Publica,CAYEY,4,276
2010-2011,Masculino,Privada,BAYAMON,3.63,334
2012-2013,Femenino,Publica,ARECIBO,3.91,352
2009-2010,Femenino,Privada,CAYEY,3.44,277
2012-2013,Femenino,Privada,RIOPIEDRAS,3.52,334
2009-2010,Masculino,Publica,RUM,3.65,325
2010-2011,Femenino,Publica,ARECIBO,4,300
2010-2011,Femenino,Privada,CAROLINA,3.34,252
2010-2011,Femenino,Privada,RIOPIEDRAS,3.86,346
2012-2013,Masculino,Publica,RUM,4,332
2009-2010,Femenino,Publica,ARECIBO,3.91,329
2010-2011,Femenino,Publica,HUMACAO,3.85,262
2009-2010,Femenino,Publica,ARECIBO,3.65,267
2012-2013,Femenino,Publica,RUM,3.76,347
2011-2012,Femenino,Privada,RUM,3.71,323
2009-2010,Masculino,Publica,ARECIBO,3.17,288
2011-2012,Masculino,Publica,RUM,3.72,321
2009-2010,Femenino,Publica,HUMACAO,3.78,304
2010-2011,Masculino,Publica,RUM,4,348
2012-2013,Femenino,Publica,PONCE,3.77,295
2009-2010,Masculino,Privada,RIOPIEDRAS,3.43,290
2013-2014,Femenino,Publica,ARECIBO,3.9,272
2011-2012,Femenino,Publica,RUM,3.89,329
2009-2010,Masculino,Publica,RUM,3.97,331
2011-2012,Masculino,Publica,CAROLINA,3.22,242
2009-2010,Masculino,Privada,HUMACAO,3.18,267
2013-2014,Masculino,Privada,RIOPIEDRAS,3.94,285
2011-2012,Femenino,Publica,CAROLINA,3.91,294
2009-2010,Femenino,Privada,RIOPIEDRAS,3.64,336
2010-2011,Masculino,Privada,PONCE,2.76,311
2013-2014,Femenino,Publica,RIOPIEDRAS,3.97,349
2010-2011,Femenino,Privada,RIOPIEDRAS,3.8,295
2012-2013,Masculino,Privada,HUMACAO,3.18,283
2012-2013,Masculino,Privada,RIOPIEDRAS,3.8,360
2010-2011,Masculino,Privada,ARECIBO,3.21,257
2011-2012,Femenino,Privada,RIOPIEDRAS,3.86,385
2011-2012,Masculino,Publica,CAROLINA,3.31,246
2009-2010,Femenino,Privada,RUM,3.94,306
2010-2011,Masculino,Privada,RIOPIEDRAS,4,244
2012-2013,Masculino,Publica,PONCE,4,374
2013-2014,Masculino,Privada,RIOPIEDRAS,3.2,267
2009-2010,Femenino,Privada,RIOPIEDRAS,3.12,285
2010-2011,Masculino,Privada,ARECIBO,2.8,237
2009-2010,Masculino,Privada,BAYAMON,3.83,278
2012-2013,Femenino,Publica,RIOPIEDRAS,4,295
2011-2012,Femenino,Publica,AGUADILLA,3.75,334
2013-2014,Femenino,Publica,AGUADILLA,4,298
2013-2014,Femenino,Publica,CAYEY,3.87,269
2013-2014,Masculino,Privada,BAYAMON,2.63,274
2009-2010,Femenino,Publica,CAYEY,4,353
2010-2011,Masculino,Privada,RUM,3.59,322
2009-2010,Masculino,Publica,CAYEY,3.69,280
2009-2010,Femenino,Publica,ARECIBO,3.74,317
2013-2014,Masculino,Publica,ARECIBO,3.34,263
2013-2014,Femenino,Privada,RIOPIEDRAS,3.79,298
2011-2012,Femenino,Privada,RIOPIEDRAS,3.77,310
2010-2011,Femenino,Publica,UTUADO,3.27,232
2011-2012,Masculino,Privada,RIOPIEDRAS,3.09,300
2011-2012,Masculino,Privada,PONCE,3.27,283
2010-2011,Femenino,Publica,HUMACAO,3.75,269
2012-2013,Masculino,Privada,RIOPIEDRAS,3.01,297
2009-2010,Masculino,Privada,RIOPIEDRAS,3.12,295
2012-2013,Femenino,Privada,CAROLINA,3.49,275
2011-2012,Masculino,Publica,RIOPIEDRAS,4,327
2011-2012,Femenino,Privada,CAROLINA,3.48,262
2009-2010,Femenino,Publica,ARECIBO,4,314
2011-2012,Masculino,Privada,BAYAMON,3.13,275
2010-2011,Femenino,Publica,BAYAMON,3.72,288
2011-2012,Masculino,Publica,CAYEY,3.79,281
2013-2014,Femenino,Privada,ARECIBO,3.93,294
2010-2011,Masculino,Publica,PONCE,4,279
2011-2012,Masculino,Publica,CAROLINA,3.75,327
2013-2014,Femenino,Publica,ARECIBO,3.31,269
2011-2012,Masculino,Publica,AGUADILLA,3.39,274
2011-2012,Femenino,Privada,RIOPIEDRAS,3.65,309
2012-2013,Femenino,Publica,CAYEY,3.94,325
2009-2010,Femenino,Publica,AGUADILLA,3.58,242
2010-2011,Masculino,Estados Unidos,UTUADO,2.6,202
2012-2013,Femenino,Publica,ARECIBO,3.21,250
2013-2014,Masculino,Publica,AGUADILLA,4,329
2010-2011,Femenino,Publica,PONCE,3.85,296
2012-2013,Femenino,Privada,AGUADILLA,3.06,253
2011-2012,Femenino,Publica,BAYAMON,4,323
2009-2010,Masculino,Publica,RIOPIEDRAS,4,312
2011-2012,Femenino,Privada,PONCE,3.76,273
2010-2011,Femenino,Publica,RUM,3.8,288
2009-2010,Femenino,Publica,RIOPIEDRAS,3.69,300
2011-2012,Femenino,Publica,AGUADILLA,3.97,343
2012-2013,Femenino,Publica,CAYEY,4,335
2009-2010,Femenino,Publica,HUMACAO,3.67,298
2013-2014,Femenino,Publica,UTUADO,3.51,234
2009-2010,Femenino,Publica,CAROLINA,3.6,272
2011-2012,Femenino,Publica,UTUADO,3.12,240
2011-2012,Masculino,Publica,RUM,3.76,320
2011-2012,Femenino,Publica,CAYEY,3.59,301
2009-2010,Femenino,Publica,HUMACAO,2.93,259
2010-2011,Masculino,Publica,PONCE,3.91,346
2010-2011,Femenino,Publica,HUMACAO,4,291
2012-2013,Femenino,Privada,RIOPIEDRAS,4,376
2010-2011,Femenino,Publica,ARECIBO,4,313
2009-2010,Femenino,Publica,CAROLINA,3.47,263
2013-2014,Femenino,Publica,CAROLINA,4,294
2009-2010,Masculino,Privada,RUM,3.85,332
2012-2013,Masculino,Publica,HUMACAO,3.44,263
2013-2014,Femenino,Privada,CAROLINA,3.03,292
2011-2012,Femenino,Publica,CAROLINA,3.82,269
2010-2011,Masculino,Publica,UTUADO,3.3,224
2013-2014,Masculino,Publica,PONCE,3.54,297
2012-2013,Femenino,Privada,CAYEY,2.8,262
2010-2011,Masculino,Publica,PONCE,3.79,278
2009-2010,Masculino,Privada,RUM,3.43,317
2011-2012,Femenino,Publica,RUM,3.91,308
2010-2011,Femenino,Publica,ARECIBO,3.23,244
2013-2014,Masculino,Privada,RUM,3.51,348
2012-2013,Femenino,Publica,AGUADILLA,2.81,250
2010-2011,Masculino,Privada,RUM,3.57,335
2013-2014,Masculino,Publica,AGUADILLA,2.19,238
2011-2012,Femenino,Privada,PONCE,3.85,339
2012-2013,Femenino,Privada,RUM,4,375
2012-2013,Masculino,Publica,PONCE,3.46,273
2013-2014,Femenino,Privada,RIOPIEDRAS,3.67,305
2009-2010,Masculino,Publica,RIOPIEDRAS,3.54,318
2010-2011,Masculino,Privada,RUM,3.57,323
2011-2012,Masculino,Privada,RIOPIEDRAS,3.55,298
2012-2013,Masculino,Publica,CAYEY,3.52,310
2013-2014,Femenino,Publica,CAYEY,3.94,340
2013-2014,Masculino,Privada,RIOPIEDRAS,2.96,310
2011-2012,Femenino,Publica,RUM,3.88,327
2013-2014,Masculino,Publica,RUM,4,326
2012-2013,Masculino,Privada,BAYAMON,3.89,265
2009-2010,Femenino,Publica,RUM,3.77,307
2009-2010,Masculino,Publica,RUM,3.61,305
2012-2013,Femenino,Privada,CAYEY,3.94,316
2010-2011,Femenino,Privada,CAROLINA,3.01,264
2009-2010,Femenino,Privada,RUM,3.06,257
2009-2010,Masculino,Privada,UTUADO,2.3,200
2009-2010,Femenino,Privada,RIOPIEDRAS,3.64,284
2013-2014,Masculino,Privada,RIOPIEDRAS,4,309
2013-2014,Masculino,Privada,ARECIBO,3.77,300
2013-2014,Masculino,Publica,RUM,4,345
2012-2013,Masculino,Privada,RIOPIEDRAS,3.22,315
2012-2013,Femenino,Publica,RUM,3.33,326
2011-2012,Femenino,Privada,RIOPIEDRAS,3.61,290
2012-2013,Femenino,Publica,AGUADILLA,2.85,230
2012-2013,Femenino,Privada,AGUADILLA,3.86,288
2010-2011,Femenino,Privada,RIOPIEDRAS,3.65,277
2013-2014,Femenino,Privada,PONCE,3.27,278
2011-2012,Masculino,Privada,RIOPIEDRAS,3.49,322
2013-2014,Femenino,Privada,RUM,3.95,328
2012-2013,Femenino,Privada,CAROLINA,3.55,261
2009-2010,Femenino,Publica,RUM,4,308
2013-2014,Femenino,Privada,BAYAMON,3.87,319
2009-2010,Femenino,Privada,RIOPIEDRAS,3.91,326
2009-2010,Masculino,Privada,RUM,3.56,311
2011-2012,Femenino,Publica,AGUADILLA,3.39,270
2009-2010,Masculino,Privada,BAYAMON,3.26,299
2010-2011,Femenino,Privada,RIOPIEDRAS,3.61,330
2012-2013,Masculino,Privada,UTUADO,2.31,199
2010-2011,Femenino,Publica,UTUADO,3.97,302
2011-2012,Femenino,Privada,BAYAMON,3.64,292
2010-2011,Masculino,Privada,RIOPIEDRAS,3.21,298
2013-2014,Femenino,Publica,ARECIBO,4,281
2011-2012,Femenino,Publica,RUM,3.91,304
2012-2013,Masculino,Privada,RUM,3.89,375
2010-2011,Femenino,Publica,RIOPIEDRAS,4,286
2010-2011,Femenino,Publica,RIOPIEDRAS,3.61,304
2009-2010,Femenino,Publica,CAYEY,4,290
2012-2013,Masculino,Publica,PONCE,2.73,240
2012-2013,Femenino,Privada,HUMACAO,3.96,279
2012-2013,Masculino,Privada,UTUADO,3.71,270
2013-2014,Femenino,Privada,RIOPIEDRAS,3.92,356
2012-2013,Femenino,Publica,CAYEY,4,347
2011-2012,Femenino,Privada,RIOPIEDRAS,3.24,287
2012-2013,Femenino,Publica,CAYEY,3.86,304
2009-2010,Femenino,Publica,RIOPIEDRAS,3.6,304
2013-2014,Femenino,Publica,HUMACAO,3.44,261
2011-2012,Masculino,Publica,PONCE,3.48,297
2009-2010,Masculino,Publica,RUM,3.97,356
2012-2013,Femenino,Publica,PONCE,3.85,299
2012-2013,Masculino,Publica,BAYAMON,3.7,285
2013-2014,Femenino,Publica,CAYEY,3.06,281
2009-2010,Masculino,Publica,BAYAMON,3.4,289
2010-2011,Masculino,Publica,UTUADO,3.1,220
2011-2012,Masculino,Publica,RUM,3.91,333
2011-2012,Femenino,Publica,BAYAMON,3.26,276
2013-2014,Masculino,Publica,ARECIBO,3.63,255
2013-2014,Masculino,Privada,BAYAMON,2.46,257
2013-2014,Femenino,Privada,CAROLINA,3.75,304
2010-2011,Masculino,Privada,RUM,3.48,321
2009-2010,Masculino,Publica,CAYEY,3.77,317
2012-2013,Masculino,Privada,CAROLINA,3,266
2011-2012,Masculino,Privada,RIOPIEDRAS,3.99,384
2012-2013,Femenino,Privada,BAYAMON,2.8,244
2009-2010,Masculino,Privada,RUM,3.5,311
2012-2013,Masculino,Privada,UTUADO,3.56,265
2012-2013,Masculino,Publica,BAYAMON,3.85,347
2009-2010,Masculino,Privada,RUM,3.48,321
2012-2013,Femenino,Privada,RIOPIEDRAS,3.88,321
2012-2013,Femenino,Publica,CAROLINA,3.85,304
2009-2010,Masculino,Publica,RUM,3.81,306
2011-2012,Femenino,Publica,CAYEY,4,356
2009-2010,Femenino,Publica,UTUADO,3.03,189
2012-2013,Femenino,Publica,ARECIBO,3.25,246
2012-2013,Masculino,Publica,CAROLINA,3.65,263
2013-2014,Femenino,Publica,HUMACAO,3.83,306
2009-2010,Masculino,Privada,RUM,4,364
2011-2012,Masculino,Privada,CAYEY,3.68,316
2010-2011,Masculino,Privada,PONCE,4,345
2012-2013,Femenino,Publica,UTUADO,2.86,207
2013-2014,Masculino,Publica,UTUADO,3.67,236
2010-2011,Masculino,Privada,UTUADO,2.59,231
2010-2011,Femenino,Publica,ARECIBO,4,300
2010-2011,Masculino,Privada,HUMACAO,3.53,292
2013-2014,Masculino,Estados Unidos,HUMACAO,3.53,307
2013-2014,Femenino,Publica,HUMACAO,3.52,298
2009-2010,Femenino,Publica,RUM,4,356
2012-2013,Femenino,Publica,CAYEY,4,317
2012-2013,Femenino,Privada,RIOPIEDRAS,3.97,304
2011-2012,Femenino,Publica,RUM,3.47,269
2010-2011,Femenino,Privada,CAYEY,3.6,321
2012-2013,Masculino,Publica,RUM,3.41,275
2009-2010,Masculino,Privada,BAYAMON,3.65,290
2013-2014,Femenino,Privada,RUM,3.96,350
2011-2012,Masculino,Privada,BAYAMON,3.46,282
2013-2014,Masculino,Publica,PONCE,3.47,256
2011-2012,Femenino,Publica,CAYEY,3.67,308
2011-2012,Femenino,Privada,BAYAMON,3.74,329
2012-2013,Femenino,Privada,AGUADILLA,3.4,266
2013-2014,Femenino,Privada,BAYAMON,3.1,269
2010-2011,Masculino,Privada,AGUADILLA,3.43,290
2013-2014,Masculino,Privada,RIOPIEDRAS,3.65,319
2012-2013,Femenino,Publica,UTUADO,3.18,248
2013-2014,Masculino,Privada,RUM,2.91,261
2011-2012,Femenino,Publica,HUMACAO,3.97,297
2010-2011,Femenino,Publica,UTUADO,2.74,265
2009-2010,Masculino,Privada,RUM,2.98,248
2009-2010,Femenino,Publica,RUM,3.5,295
2010-2011,Masculino,Privada,BAYAMON,3.73,315
2009-2010,Masculino,Privada,BAYAMON,3.65,314
2012-2013,Masculino,Publica,CAROLINA,3.82,330
2012-2013,Masculino,Privada,RIOPIEDRAS,3.02,288
2009-2010,Femenino,Publica,ARECIBO,3.88,286
2012-2013,Femenino,Privada,CAROLINA,4,345
2010-2011,Femenino,Publica,CAROLINA,3.68,284
2010-2011,Masculino,Privada,RIOPIEDRAS,3.8,356
2013-2014,Masculino,Privada,RIOPIEDRAS,2.74,300
2013-2014,Masculino,Privada,ARECIBO,3.83,331
2013-2014,Masculino,Publica,HUMACAO,3.42,265
2011-2012,Femenino,Publica,RUM,3.41,278
2010-2011,Masculino,Privada,UTUADO,2.31,236
2012-2013,Masculino,Privada,RIOPIEDRAS,3.25,296
2012-2013,Masculino,Privada,BAYAMON,3.67,332
2010-2011,Femenino,Publica,RUM,3.34,284
2010-2011,Masculino,Publica,ARECIBO,3.48,319
2013-2014,Femenino,Privada,RUM,3.71,312
2009-2010,Femenino,Privada,RUM,4,338
2013-2014,Masculino,Publica,RUM,4,344
2010-2011,Masculino,Publica,CAYEY,3.09,302
2013-2014,Femenino,Publica,RUM,4,370
2009-2010,Femenino,Privada,HUMACAO,3.65,302
2010-2011,Femenino,Publica,RIOPIEDRAS,3.94,306
2011-2012,Masculino,Publica,ARECIBO,4,346
2009-2010,Masculino,Privada,ARECIBO,3.88,316
2012-2013,Masculino,Publica,AGUADILLA,4,345
2013-2014,Femenino,Publica,RUM,4,331
2013-2014,Femenino,Publica,UTUADO,3.19,211
2011-2012,Femenino,Publica,CAYEY,4,323
2009-2010,Femenino,Privada,PONCE,3.54,277
2009-2010,Femenino,Publica,AGUADILLA,3.23,262
2010-2011,Femenino,Publica,CAYEY,4,338
2010-2011,Femenino,Publica,AGUADILLA,3.97,307
2009-2010,Femenino,Privada,HUMACAO,3.64,293
2010-2011,Femenino,Publica,HUMACAO,3.62,328
2009-2010,Masculino,Privada,RUM,3.89,290
2010-2011,Femenino,Publica,BAYAMON,4,322
2013-2014,Masculino,Publica,BAYAMON,3.69,281
2011-2012,Masculino,Publica,RUM,3.88,309
2012-2013,Masculino,Privada,CAROLINA,2.96,244
2012-2013,Masculino,Publica,RIOPIEDRAS,3.82,325
2013-2014,Masculino,Publica,ARECIBO,3.4,259
2013-2014,Masculino,Privada,RUM,3.8,329
2009-2010,Masculino,Privada,RUM,3.29,278
2012-2013,Femenino,Publica,AGUADILLA,3.64,255
2012-2013,Masculino,Homeschooling,CAYEY,3.6,328
2012-2013,Femenino,Privada,CAROLINA,3.61,265
2012-2013,Masculino,Privada,RUM,2.98,308
2013-2014,Femenino,Publica,ARECIBO,3.5,263
2009-2010,Femenino,Publica,CAROLINA,3.94,323
2010-2011,Masculino,Privada,BAYAMON,3.15,300
2010-2011,Masculino,Privada,RIOPIEDRAS,3.1,294
2009-2010,Femenino,Publica,AGUADILLA,3.73,288
2010-2011,Femenino,Publica,RIOPIEDRAS,3.11,291
2013-2014,Femenino,Privada,ARECIBO,3.8,267
2011-2012,Femenino,Publica,HUMACAO,3.32,291
2009-2010,Masculino,Privada,AGUADILLA,2.76,262
2012-2013,Femenino,Publica,RUM,4,352
2013-2014,Femenino,Publica,RIOPIEDRAS,4,350
2011-2012,Femenino,Publica,UTUADO,3.97,295
2010-2011,Femenino,Privada,RUM,4,358
2012-2013,Femenino,Publica,RUM,4,376
2012-2013,Femenino,Publica,HUMACAO,3.55,295
2009-2010,Femenino,Publica,ARECIBO,3.11,244
2011-2012,Masculino,Privada,RUM,3.67,289
2009-2010,Femenino,Privada,RIOPIEDRAS,3.82,321
2011-2012,Femenino,Privada,BAYAMON,4,364
2013-2014,Femenino,Publica,BAYAMON,4,334
2013-2014,Femenino,Privada,RUM,3.54,317
2009-2010,Masculino,Publica,PONCE,4,333
2012-2013,Masculino,Privada,ARECIBO,3.54,287
2013-2014,Masculino,Privada,RIOPIEDRAS,3.66,337
2010-2011,Femenino,Publica,CAYEY,3.79,280
2013-2014,Masculino,Publica,HUMACAO,3,261
2009-2010,Femenino,Privada,CAROLINA,3.42,279
2009-2010,Femenino,Publica,HUMACAO,3.35,269
2010-2011,Femenino,Publica,RUM,3.36,277
2012-2013,Masculino,Privada,CAYEY,4,335
2013-2014,Masculino,Publica,HUMACAO,2.93,269
2009-2010,Femenino,Publica,PONCE,3.6,295
2012-2013,Femenino,Publica,AGUADILLA,4,309
2009-2010,Femenino,Privada,RIOPIEDRAS,2.96,286
2010-2011,Femenino,Privada,UTUADO,3.5,228
2012-2013,Masculino,Privada,RIOPIEDRAS,3.58,310
2011-2012,Masculino,Privada,RUM,4,368
2009-2010,Masculino,Publica,RUM,3.63,303
2013-2014,Femenino,Privada,RIOPIEDRAS,4,358
2009-2010,Masculino,Publica,CAYEY,3.9,292
2009-2010,Femenino,Privada,RIOPIEDRAS,3.11,291
2010-2011,Masculino,Publica,ARECIBO,3.58,269
2013-2014,Femenino,Privada,CAROLINA,3.29,272
2012-2013,Femenino,Privada,BAYAMON,3.8,312
2009-2010,Masculino,Publica,ARECIBO,3.22,261
2012-2013,Femenino,Publica,AGUADILLA,3.88,251
2013-2014,Masculino,Publica,AGUADILLA,4,326
2012-2013,Masculino,Privada,BAYAMON,3.62,250
2010-2011,Masculino,Publica,BAYAMON,3.19,267
2010-2011,Masculino,Publica,RUM,3.53,298
2012-2013,Masculino,Privada,RIOPIEDRAS,3.82,331
2009-2010,Masculino,Publica,RIOPIEDRAS,3.83,345
2010-2011,Femenino,Publica,CAROLINA,4,288
2012-2013,Masculino,Privada,AGUADILLA,3.36,262
2013-2014,Femenino,Publica,RUM,3.87,315
2011-2012,Femenino,Publica,CAYEY,3.79,293
2013-2014,Masculino,Publica,RUM,3.83,319
2009-2010,Femenino,Publica,CAYEY,3.53,307
2012-2013,Masculino,Privada,UTUADO,2.67,228
2009-2010,Femenino,Privada,BAYAMON,3.64,310
2012-2013,Femenino,Privada,RIOPIEDRAS,3.65,337
2010-2011,Femenino,Publica,BAYAMON,3.67,257
2009-2010,Masculino,Privada,RUM,3.95,367
2010-2011,Femenino,Publica,RUM,4,312
2013-2014,Femenino,Privada,RIOPIEDRAS,3.91,365
2009-2010,Femenino,Publica,PONCE,3.81,317
2012-2013,Femenino,Privada,CAYEY,3.97,313
2011-2012,Femenino,Publica,BAYAMON,3.43,277
2010-2011,Femenino,Publica,AGUADILLA,3.74,277
2011-2012,Masculino,Privada,CAROLINA,3.6,237
2011-2012,Femenino,Publica,HUMACAO,3.82,288
2012-2013,Masculino,Privada,ARECIBO,3,279
2012-2013,Femenino,Publica,PONCE,3.45,307
2010-2011,Masculino,Privada,PONCE,3.65,319
2009-2010,Femenino,Publica,RUM,4,357
2009-2010,Femenino,Privada,RIOPIEDRAS,3.61,337
2009-2010,Femenino,Publica,AGUADILLA,3.93,333
2010-2011,Masculino,Privada,RIOPIEDRAS,3.71,346
2009-2010,Femenino,Publica,RUM,4,304
2010-2011,Femenino,Publica,RUM,3.8,313
2013-2014,Masculino,Publica,CAROLINA,3.73,277
2011-2012,Femenino,Publica,AGUADILLA,3.76,260
2010-2011,Femenino,Publica,BAYAMON,3.59,290
2013-2014,Masculino,Privada,BAYAMON,3.78,302
2010-2011,Masculino,Publica,RIOPIEDRAS,3.8,323
2012-2013,Femenino,Publica,CAROLINA,2.83,257
2010-2011,Femenino,Privada,RIOPIEDRAS,3.4,297
2010-2011,Femenino,Privada,RUM,3.48,333
2013-2014,Masculino,Publica,CAYEY,3.42,277
2009-2010,Masculino,Privada,RIOPIEDRAS,3.95,323
2010-2011,Femenino,Publica,RIOPIEDRAS,3.8,308
2009-2010,Masculino,Publica,CAYEY,4,287
2009-2010,Masculino,Publica,RUM,3.79,350
2009-2010,Masculino,Privada,CAROLINA,2.92,232
2009-2010,Femenino,Publica,PONCE,3.84,297
2010-2011,Femenino,Publica,ARECIBO,3.31,244
2010-2011,Femenino,Publica,CAROLINA,3.48,258
2009-2010,Masculino,Publica,BAYAMON,3.47,245
2013-2014,Femenino,Publica,AGUADILLA,3.87,299
2009-2010,Masculino,Publica,RUM,3.53,304
2011-2012,Femenino,Privada,RIOPIEDRAS,3.35,302
2012-2013,Femenino,Publica,RUM,3.94,331
2010-2011,Masculino,Privada,HUMACAO,2.95,282
2010-2011,Femenino,Privada,AGUADILLA,3.35,264
2013-2014,Masculino,Publica,RUM,3.53,286
2013-2014,Femenino,Privada,RIOPIEDRAS,3.77,339
2009-2010,Femenino,Publica,RIOPIEDRAS,4,297
2009-2010,Femenino,Privada,PONCE,3.8,258
2011-2012,Masculino,Privada,RUM,3.76,314
2012-2013,Femenino,Privada,CAYEY,3.89,360
2012-2013,Femenino,Publica,HUMACAO,3.91,300
2009-2010,Femenino,Publica,RIOPIEDRAS,4,346
2013-2014,Masculino,Publica,RUM,3.86,288
2010-2011,Femenino,Privada,CAROLINA,3.7,307
2012-2013,Masculino,Privada,RUM,3.69,350
2009-2010,Masculino,Privada,BAYAMON,3.28,256
2013-2014,Femenino,Privada,RIOPIEDRAS,3.96,330
2013-2014,Femenino,Publica,ARECIBO,3.87,276
2010-2011,Masculino,Publica,CAYEY,3.1,262
2011-2012,Femenino,Privada,RUM,3.76,322
2013-2014,Masculino,Privada,RIOPIEDRAS,2.7,286
2009-2010,Femenino,Publica,BAYAMON,3.73,257
2010-2011,Masculino,Privada,RUM,3.58,343
2010-2011,Femenino,Privada,RUM,3.35,263
2010-2011,Masculino,Publica,BAYAMON,2.91,257
2010-2011,Femenino,Publica,RUM,3.78,263
2010-2011,Masculino,Publica,CAYEY,4,312
2011-2012,Masculino,Publica,RUM,3.39,275
2012-2013,Femenino,Privada,RIOPIEDRAS,3.87,368
2012-2013,Masculino,Privada,RUM,3.32,303
2012-2013,Femenino,Publica,BAYAMON,3.53,267
2013-2014,Masculino,Publica,PONCE,3.86,250
2013-2014,Masculino,Privada,CAROLINA,3.45,287
2012-2013,Masculino,Publica,AGUADILLA,3.16,287
2011-2012,Masculino,Privada,HUMACAO,3.02,282
2009-2010,Masculino,Privada,BAYAMON,3.61,288
2009-2010,Masculino,Privada,RUM,3.43,315
2013-2014,Femenino,Privada,RIOPIEDRAS,4,329
2009-2010,Femenino,Publica,HUMACAO,3.83,283
2010-2011,Masculino,Privada,RIOPIEDRAS,3.26,311
2013-2014,Femenino,Publica,RUM,3.8,294
2010-2011,Femenino,Publica,CAYEY,3.97,306
2010-2011,Femenino,Privada,PONCE,3.1,256
2013-2014,Femenino,Privada,AGUADILLA,3.3,304
2009-2010,Masculino,Publica,RUM,3.74,340
2012-2013,Femenino,Publica,HUMACAO,4,308
2013-2014,Femenino,Privada,RIOPIEDRAS,4,369
2013-2014,Femenino,Publica,CAROLINA,3.86,336
2012-2013,Masculino,Privada,RUM,3.95,363
2012-2013,Femenino,Publica,AGUADILLA,3.66,270
2011-2012,Femenino,Publica,PONCE,3.8,312
2009-2010,Femenino,Publica,RUM,3.81,292
2011-2012,Femenino,Privada,RUM,2.81,261
2012-2013,Femenino,Privada,PONCE,3.75,331
2009-2010,Femenino,Publica,RIOPIEDRAS,3.48,284
2011-2012,Femenino,Privada,CAROLINA,4,273
2013-2014,Femenino,Privada,RIOPIEDRAS,3.74,338
2011-2012,Femenino,Privada,RIOPIEDRAS,3.41,343
2012-2013,Femenino,Publica,ARECIBO,4,314
2009-2010,Femenino,Privada,CAROLINA,3.25,267
2012-2013,Femenino,Publica,RIOPIEDRAS,3.84,312
2011-2012,Femenino,Privada,RIOPIEDRAS,3.8,347
2013-2014,Femenino,Publica,PONCE,4,313
2012-2013,Femenino,Privada,BAYAMON,3.68,291
2013-2014,Femenino,Publica,RUM,3.79,333
2012-2013,Masculino,Publica,RUM,4,333
2011-2012,Femenino,Privada,RUM,3.91,316
2013-2014,Femenino,Privada,RIOPIEDRAS,3.43,335
2013-2014,Femenino,Privada,CAROLINA,3.6,285
2010-2011,Masculino,Publica,CAROLINA,3.67,258
2012-2013,Masculino,Privada,RIOPIEDRAS,3.09,319
2010-2011,Femenino,Publica,CAROLINA,3.29,310
2013-2014,Masculino,Publica,HUMACAO,3.77,332
2012-2013,Femenino,Publica,ARECIBO,3.81,349
2009-2010,Masculino,Privada,RUM,3.98,344
